Date,Dish_Name,Quantity_Sold
8/31/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
8/31/2025,Old-jar pickled mustard greens flavor - Sea bass,2
8/31/2025,Old-jar pickled mustard greens flavor - Qian fish,2
8/31/2025,Garlic flavor - Jiangtuan,10
8/31/2025,Garlic flavor - Sea bass,10
8/31/2025,Garlic flavor - Qian fish,27
8/31/2025,Pickled mustard greens flavor - Jiangtuan,1
8/31/2025,Pickled mustard greens flavor - Sea bass,2
8/31/2025,Pickled mustard greens flavor - Qian fish,2
8/31/2025,Green pepper flavor - Jiangtuan,6
8/31/2025,Green pepper flavor - Sea bass,6
8/31/2025,Green pepper flavor - Qian fish,7
8/31/2025,Mala flavor - Jiangtuan,23
8/31/2025,Mala flavor - Sea bass,23
8/31/2025,Mala flavor - Qian fish,24
9/1/2025,Chicken knee cartilage,68
9/1/2025,Grilled lamb skewers,66
9/1/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
9/1/2025,Old-jar pickled mustard greens flavor - Sea bass,1
9/1/2025,Old-jar pickled mustard greens flavor - Qian fish,1
9/1/2025,Garlic flavor - Jiangtuan,4
9/1/2025,Garlic flavor - Sea bass,5
9/1/2025,Garlic flavor - Qian fish,9
9/1/2025,Pickled mustard greens flavor - Jiangtuan,2
9/1/2025,Pickled mustard greens flavor - Sea bass,2
9/1/2025,Pickled mustard greens flavor - Qian fish,2
9/1/2025,Green pepper flavor - Jiangtuan,5
9/1/2025,Green pepper flavor - Sea bass,6
9/1/2025,Green pepper flavor - Qian fish,5
9/1/2025,Mala flavor - Jiangtuan,22
9/1/2025,Mala flavor - Sea bass,23
9/1/2025,Mala flavor - Qian fish,22
9/2/2025,Chicken knee cartilage,14
9/2/2025,Grilled lamb skewers,34
9/2/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
9/2/2025,Old-jar pickled mustard greens flavor - Sea bass,3
9/2/2025,Old-jar pickled mustard greens flavor - Qian fish,3
9/2/2025,Garlic flavor - Jiangtuan,3
9/2/2025,Garlic flavor - Sea bass,3
9/2/2025,Garlic flavor - Qian fish,5
9/2/2025,Pickled mustard greens flavor - Jiangtuan,2
9/2/2025,Pickled mustard greens flavor - Sea bass,2
9/2/2025,Pickled mustard greens flavor - Qian fish,2
9/2/2025,Green pepper flavor - Jiangtuan,5
9/2/2025,Green pepper flavor - Sea bass,5
9/2/2025,Green pepper flavor - Qian fish,5
9/2/2025,Mala flavor - Jiangtuan,18
9/2/2025,Mala flavor - Sea bass,18
9/2/2025,Mala flavor - Qian fish,18
9/3/2025,Chicken knee cartilage,13
9/3/2025,Grilled lamb skewers,60
9/3/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
9/3/2025,Old-jar pickled mustard greens flavor - Sea bass,1
9/3/2025,Old-jar pickled mustard greens flavor - Qian fish,1
9/3/2025,Garlic flavor - Jiangtuan,3
9/3/2025,Garlic flavor - Sea bass,3
9/3/2025,Garlic flavor - Qian fish,11
9/3/2025,Pickled mustard greens flavor - Jiangtuan,1
9/3/2025,Pickled mustard greens flavor - Sea bass,1
9/3/2025,Pickled mustard greens flavor - Qian fish,1
9/3/2025,Green pepper flavor - Jiangtuan,3
9/3/2025,Green pepper flavor - Sea bass,3
9/3/2025,Green pepper flavor - Qian fish,3
9/3/2025,Mala flavor - Jiangtuan,13
9/3/2025,Mala flavor - Sea bass,13
9/3/2025,Mala flavor - Qian fish,13
9/4/2025,Chicken knee cartilage,18
9/4/2025,Grilled lamb skewers,28
9/4/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
9/4/2025,Old-jar pickled mustard greens flavor - Sea bass,1
9/4/2025,Old-jar pickled mustard greens flavor - Qian fish,1
9/4/2025,Garlic flavor - Jiangtuan,4
9/4/2025,Garlic flavor - Sea bass,4
9/4/2025,Garlic flavor - Qian fish,8
9/4/2025,Pickled mustard greens flavor - Jiangtuan,2
9/4/2025,Pickled mustard greens flavor - Sea bass,2
9/4/2025,Pickled mustard greens flavor - Qian fish,2
9/4/2025,Green pepper flavor - Jiangtuan,3
9/4/2025,Green pepper flavor - Sea bass,3
9/4/2025,Green pepper flavor - Qian fish,4
9/4/2025,Mala flavor - Jiangtuan,16
9/4/2025,Mala flavor - Sea bass,16
9/4/2025,Mala flavor - Qian fish,17
9/5/2025,Chicken knee cartilage,63
9/5/2025,Grilled lamb skewers,97
9/5/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
9/5/2025,Old-jar pickled mustard greens flavor - Sea bass,1
9/5/2025,Old-jar pickled mustard greens flavor - Qian fish,1
9/5/2025,Garlic flavor - Jiangtuan,7
9/5/2025,Garlic flavor - Sea bass,7
9/5/2025,Garlic flavor - Qian fish,16
9/5/2025,Pickled mustard greens flavor - Jiangtuan,1
9/5/2025,Pickled mustard greens flavor - Sea bass,1
9/5/2025,Pickled mustard greens flavor - Qian fish,1
9/5/2025,Green pepper flavor - Jiangtuan,9
9/5/2025,Green pepper flavor - Sea bass,9
9/5/2025,Green pepper flavor - Qian fish,10
9/5/2025,Mala flavor - Jiangtuan,26
9/5/2025,Mala flavor - Sea bass,26
9/5/2025,Mala flavor - Qian fish,27
9/6/2025,Chicken knee cartilage,69
9/6/2025,Grilled lamb skewers,113
9/6/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
9/6/2025,Old-jar pickled mustard greens flavor - Sea bass,3
9/6/2025,Old-jar pickled mustard greens flavor - Qian fish,3
9/6/2025,Garlic flavor - Jiangtuan,11
9/6/2025,Garlic flavor - Sea bass,11
9/6/2025,Garlic flavor - Qian fish,18
9/6/2025,Pickled mustard greens flavor - Jiangtuan,1
9/6/2025,Pickled mustard greens flavor - Sea bass,1
9/6/2025,Pickled mustard greens flavor - Qian fish,1
9/6/2025,Green pepper flavor - Jiangtuan,11
9/6/2025,Green pepper flavor - Sea bass,11
9/6/2025,Green pepper flavor - Qian fish,11
9/6/2025,Mala flavor - Jiangtuan,22
9/6/2025,Mala flavor - Sea bass,22
9/6/2025,Mala flavor - Qian fish,22
9/7/2025,Chicken knee cartilage,47
9/7/2025,Grilled lamb skewers,103
9/7/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
9/7/2025,Old-jar pickled mustard greens flavor - Sea bass,3
9/7/2025,Old-jar pickled mustard greens flavor - Qian fish,3
9/7/2025,Garlic flavor - Jiangtuan,10
9/7/2025,Garlic flavor - Sea bass,10
9/7/2025,Garlic flavor - Qian fish,22
9/7/2025,Pickled mustard greens flavor - Jiangtuan,3
9/7/2025,Pickled mustard greens flavor - Sea bass,3
9/7/2025,Pickled mustard greens flavor - Qian fish,3
9/7/2025,Green pepper flavor - Jiangtuan,11
9/7/2025,Green pepper flavor - Sea bass,11
9/7/2025,Green pepper flavor - Qian fish,12
9/7/2025,Mala flavor - Jiangtuan,28
9/7/2025,Mala flavor - Sea bass,28
9/7/2025,Mala flavor - Qian fish,29
9/8/2025,Chicken knee cartilage,33
9/8/2025,Grilled lamb skewers,36
9/8/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
9/8/2025,Old-jar pickled mustard greens flavor - Sea bass,2
9/8/2025,Old-jar pickled mustard greens flavor - Qian fish,2
9/8/2025,Garlic flavor - Jiangtuan,4
9/8/2025,Garlic flavor - Sea bass,4
9/8/2025,Garlic flavor - Qian fish,6
9/8/2025,Pickled mustard greens flavor - Jiangtuan,1
9/8/2025,Pickled mustard greens flavor - Sea bass,1
9/8/2025,Pickled mustard greens flavor - Qian fish,1
9/8/2025,Green pepper flavor - Jiangtuan,3
9/8/2025,Green pepper flavor - Sea bass,3
9/8/2025,Green pepper flavor - Qian fish,3
9/8/2025,Mala flavor - Jiangtuan,17
9/8/2025,Mala flavor - Sea bass,17
9/8/2025,Mala flavor - Qian fish,17
9/9/2025,Chicken knee cartilage,18
9/9/2025,Grilled lamb skewers,35
9/9/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
9/9/2025,Old-jar pickled mustard greens flavor - Sea bass,2
9/9/2025,Old-jar pickled mustard greens flavor - Qian fish,2
9/9/2025,Garlic flavor - Jiangtuan,4
9/9/2025,Garlic flavor - Sea bass,5
9/9/2025,Garlic flavor - Qian fish,9
9/9/2025,Pickled mustard greens flavor - Jiangtuan,1
9/9/2025,Pickled mustard greens flavor - Sea bass,2
9/9/2025,Pickled mustard greens flavor - Qian fish,2
9/9/2025,Green pepper flavor - Jiangtuan,5
9/9/2025,Green pepper flavor - Sea bass,5
9/9/2025,Green pepper flavor - Qian fish,5
9/9/2025,Mala flavor - Jiangtuan,16
9/9/2025,Mala flavor - Sea bass,16
9/9/2025,Mala flavor - Qian fish,16
9/10/2025,Chicken knee cartilage,40
9/10/2025,Grilled lamb skewers,61
9/10/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
9/10/2025,Old-jar pickled mustard greens flavor - Sea bass,3
9/10/2025,Old-jar pickled mustard greens flavor - Qian fish,3
9/10/2025,Garlic flavor - Jiangtuan,6
9/10/2025,Garlic flavor - Sea bass,6
9/10/2025,Garlic flavor - Qian fish,13
9/10/2025,Pickled mustard greens flavor - Jiangtuan,2
9/10/2025,Pickled mustard greens flavor - Sea bass,2
9/10/2025,Pickled mustard greens flavor - Qian fish,2
9/10/2025,Green pepper flavor - Jiangtuan,5
9/10/2025,Green pepper flavor - Sea bass,5
9/10/2025,Green pepper flavor - Qian fish,5
9/10/2025,Mala flavor - Jiangtuan,15
9/10/2025,Mala flavor - Sea bass,15
9/10/2025,Mala flavor - Qian fish,16
9/11/2025,Chicken knee cartilage,32
9/11/2025,Grilled lamb skewers,45
9/11/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
9/11/2025,Old-jar pickled mustard greens flavor - Sea bass,2
9/11/2025,Old-jar pickled mustard greens flavor - Qian fish,2
9/11/2025,Garlic flavor - Jiangtuan,3
9/11/2025,Garlic flavor - Sea bass,3
9/11/2025,Garlic flavor - Qian fish,7
9/11/2025,Pickled mustard greens flavor - Jiangtuan,1
9/11/2025,Pickled mustard greens flavor - Sea bass,1
9/11/2025,Pickled mustard greens flavor - Qian fish,1
9/11/2025,Green pepper flavor - Jiangtuan,5
9/11/2025,Green pepper flavor - Sea bass,5
9/11/2025,Green pepper flavor - Qian fish,5
9/11/2025,Mala flavor - Jiangtuan,15
9/11/2025,Mala flavor - Sea bass,15
9/11/2025,Mala flavor - Qian fish,16
9/12/2025,Chicken knee cartilage,38
9/12/2025,Grilled lamb skewers,92
9/12/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
9/12/2025,Old-jar pickled mustard greens flavor - Sea bass,2
9/12/2025,Old-jar pickled mustard greens flavor - Qian fish,2
9/12/2025,Garlic flavor - Jiangtuan,5
9/12/2025,Garlic flavor - Sea bass,5
9/12/2025,Garlic flavor - Qian fish,13
9/12/2025,Pickled mustard greens flavor - Jiangtuan,1
9/12/2025,Pickled mustard greens flavor - Sea bass,1
9/12/2025,Pickled mustard greens flavor - Qian fish,2
9/12/2025,Green pepper flavor - Jiangtuan,5
9/12/2025,Green pepper flavor - Sea bass,5
9/12/2025,Green pepper flavor - Qian fish,5
9/12/2025,Mala flavor - Jiangtuan,19
9/12/2025,Mala flavor - Sea bass,19
9/12/2025,Mala flavor - Qian fish,19
9/13/2025,Chicken knee cartilage,56
9/13/2025,Grilled lamb skewers,134
9/13/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
9/13/2025,Old-jar pickled mustard greens flavor - Sea bass,2
9/13/2025,Old-jar pickled mustard greens flavor - Qian fish,2
9/13/2025,Garlic flavor - Jiangtuan,8
9/13/2025,Garlic flavor - Sea bass,8
9/13/2025,Garlic flavor - Qian fish,29
9/13/2025,Pickled mustard greens flavor - Jiangtuan,3
9/13/2025,Pickled mustard greens flavor - Sea bass,3
9/13/2025,Pickled mustard greens flavor - Qian fish,3
9/13/2025,Green pepper flavor - Jiangtuan,9
9/13/2025,Green pepper flavor - Sea bass,9
9/13/2025,Green pepper flavor - Qian fish,9
9/13/2025,Mala flavor - Jiangtuan,21
9/13/2025,Mala flavor - Sea bass,21
9/13/2025,Mala flavor - Qian fish,21
9/14/2025,Chicken knee cartilage,66
9/14/2025,Grilled lamb skewers,100
9/14/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
9/14/2025,Old-jar pickled mustard greens flavor - Sea bass,3
9/14/2025,Old-jar pickled mustard greens flavor - Qian fish,3
9/14/2025,Garlic flavor - Jiangtuan,7
9/14/2025,Garlic flavor - Sea bass,6
9/14/2025,Garlic flavor - Qian fish,25
9/14/2025,Pickled mustard greens flavor - Jiangtuan,2
9/14/2025,Pickled mustard greens flavor - Sea bass,1
9/14/2025,Pickled mustard greens flavor - Qian fish,2
9/14/2025,Green pepper flavor - Jiangtuan,9
9/14/2025,Green pepper flavor - Sea bass,8
9/14/2025,Green pepper flavor - Qian fish,9
9/14/2025,Mala flavor - Jiangtuan,24
9/14/2025,Mala flavor - Sea bass,23
9/14/2025,Mala flavor - Qian fish,23
9/15/2025,Chicken knee cartilage,77
9/15/2025,Grilled lamb skewers,51
9/15/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
9/15/2025,Old-jar pickled mustard greens flavor - Sea bass,2
9/15/2025,Old-jar pickled mustard greens flavor - Qian fish,2
9/15/2025,Garlic flavor - Jiangtuan,5
9/15/2025,Garlic flavor - Sea bass,5
9/15/2025,Garlic flavor - Qian fish,8
9/15/2025,Pickled mustard greens flavor - Jiangtuan,1
9/15/2025,Pickled mustard greens flavor - Sea bass,1
9/15/2025,Pickled mustard greens flavor - Qian fish,1
9/15/2025,Green pepper flavor - Jiangtuan,5
9/15/2025,Green pepper flavor - Sea bass,5
9/15/2025,Green pepper flavor - Qian fish,5
9/15/2025,Mala flavor - Jiangtuan,12
9/15/2025,Mala flavor - Sea bass,12
9/15/2025,Mala flavor - Qian fish,12
9/16/2025,Chicken knee cartilage,19
9/16/2025,Grilled lamb skewers,58
9/16/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
9/16/2025,Old-jar pickled mustard greens flavor - Sea bass,1
9/16/2025,Old-jar pickled mustard greens flavor - Qian fish,1
9/16/2025,Garlic flavor - Jiangtuan,4
9/16/2025,Garlic flavor - Sea bass,4
9/16/2025,Garlic flavor - Qian fish,7
9/16/2025,Pickled mustard greens flavor - Jiangtuan,2
9/16/2025,Pickled mustard greens flavor - Sea bass,3
9/16/2025,Pickled mustard greens flavor - Qian fish,2
9/16/2025,Green pepper flavor - Jiangtuan,4
9/16/2025,Green pepper flavor - Sea bass,4
9/16/2025,Green pepper flavor - Qian fish,4
9/16/2025,Mala flavor - Jiangtuan,13
9/16/2025,Mala flavor - Sea bass,13
9/16/2025,Mala flavor - Qian fish,13
9/17/2025,Chicken knee cartilage,11
9/17/2025,Grilled lamb skewers,50
9/17/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
9/17/2025,Old-jar pickled mustard greens flavor - Sea bass,2
9/17/2025,Old-jar pickled mustard greens flavor - Qian fish,2
9/17/2025,Garlic flavor - Jiangtuan,3
9/17/2025,Garlic flavor - Sea bass,3
9/17/2025,Garlic flavor - Qian fish,7
9/17/2025,Pickled mustard greens flavor - Jiangtuan,2
9/17/2025,Pickled mustard greens flavor - Sea bass,2
9/17/2025,Pickled mustard greens flavor - Qian fish,2
9/17/2025,Green pepper flavor - Jiangtuan,4
9/17/2025,Green pepper flavor - Sea bass,4
9/17/2025,Green pepper flavor - Qian fish,5
9/17/2025,Mala flavor - Jiangtuan,10
9/17/2025,Mala flavor - Sea bass,10
9/17/2025,Mala flavor - Qian fish,11
9/18/2025,Chicken knee cartilage,19
9/18/2025,Grilled lamb skewers,46
9/18/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
9/18/2025,Old-jar pickled mustard greens flavor - Sea bass,1
9/18/2025,Old-jar pickled mustard greens flavor - Qian fish,1
9/18/2025,Garlic flavor - Jiangtuan,3
9/18/2025,Garlic flavor - Sea bass,3
9/18/2025,Garlic flavor - Qian fish,6
9/18/2025,Pickled mustard greens flavor - Qian fish,1
9/18/2025,Green pepper flavor - Jiangtuan,4
9/18/2025,Green pepper flavor - Sea bass,4
9/18/2025,Green pepper flavor - Qian fish,5
9/18/2025,Mala flavor - Jiangtuan,12
9/18/2025,Mala flavor - Sea bass,12
9/18/2025,Mala flavor - Qian fish,13
9/19/2025,Chicken knee cartilage,37
9/19/2025,Grilled lamb skewers,65
9/19/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
9/19/2025,Old-jar pickled mustard greens flavor - Sea bass,3
9/19/2025,Old-jar pickled mustard greens flavor - Qian fish,3
9/19/2025,Garlic flavor - Jiangtuan,5
9/19/2025,Garlic flavor - Sea bass,4
9/19/2025,Garlic flavor - Qian fish,8
9/19/2025,Pickled mustard greens flavor - Jiangtuan,2
9/19/2025,Pickled mustard greens flavor - Sea bass,1
9/19/2025,Pickled mustard greens flavor - Qian fish,2
9/19/2025,Green pepper flavor - Jiangtuan,5
9/19/2025,Green pepper flavor - Sea bass,5
9/19/2025,Green pepper flavor - Qian fish,6
9/19/2025,Mala flavor - Jiangtuan,22
9/19/2025,Mala flavor - Sea bass,21
9/19/2025,Mala flavor - Qian fish,22
9/20/2025,Chicken knee cartilage,33
9/20/2025,Grilled lamb skewers,111
9/20/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
9/20/2025,Old-jar pickled mustard greens flavor - Sea bass,2
9/20/2025,Old-jar pickled mustard greens flavor - Qian fish,2
9/20/2025,Garlic flavor - Jiangtuan,9
9/20/2025,Garlic flavor - Sea bass,9
9/20/2025,Garlic flavor - Qian fish,23
9/20/2025,Pickled mustard greens flavor - Jiangtuan,3
9/20/2025,Pickled mustard greens flavor - Sea bass,3
9/20/2025,Pickled mustard greens flavor - Qian fish,3
9/20/2025,Green pepper flavor - Jiangtuan,9
9/20/2025,Green pepper flavor - Sea bass,9
9/20/2025,Green pepper flavor - Qian fish,9
9/20/2025,Mala flavor - Jiangtuan,18
9/20/2025,Mala flavor - Sea bass,18
9/20/2025,Mala flavor - Qian fish,18
9/21/2025,Chicken knee cartilage,45
9/21/2025,Grilled lamb skewers,82
9/21/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
9/21/2025,Old-jar pickled mustard greens flavor - Sea bass,3
9/21/2025,Old-jar pickled mustard greens flavor - Qian fish,3
9/21/2025,Garlic flavor - Jiangtuan,10
9/21/2025,Garlic flavor - Sea bass,11
9/21/2025,Garlic flavor - Qian fish,14
9/21/2025,Pickled mustard greens flavor - Jiangtuan,2
9/21/2025,Pickled mustard greens flavor - Sea bass,3
9/21/2025,Pickled mustard greens flavor - Qian fish,3
9/21/2025,Green pepper flavor - Jiangtuan,7
9/21/2025,Green pepper flavor - Sea bass,7
9/21/2025,Green pepper flavor - Qian fish,8
9/21/2025,Mala flavor - Jiangtuan,16
9/21/2025,Mala flavor - Sea bass,16
9/21/2025,Mala flavor - Qian fish,17
9/22/2025,Chicken knee cartilage,30
9/22/2025,Grilled lamb skewers,5
9/22/2025,Garlic flavor - Jiangtuan,3
9/22/2025,Garlic flavor - Sea bass,3
9/22/2025,Garlic flavor - Qian fish,7
9/22/2025,Pickled mustard greens flavor - Jiangtuan,2
9/22/2025,Pickled mustard greens flavor - Sea bass,2
9/22/2025,Pickled mustard greens flavor - Qian fish,2
9/22/2025,Green pepper flavor - Jiangtuan,5
9/22/2025,Green pepper flavor - Sea bass,5
9/22/2025,Green pepper flavor - Qian fish,5
9/22/2025,Mala flavor - Jiangtuan,10
9/22/2025,Mala flavor - Sea bass,10
9/22/2025,Mala flavor - Qian fish,10
9/23/2025,Chicken knee cartilage,22
9/23/2025,Grilled lamb skewers,38
9/23/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
9/23/2025,Old-jar pickled mustard greens flavor - Sea bass,2
9/23/2025,Old-jar pickled mustard greens flavor - Qian fish,2
9/23/2025,Garlic flavor - Jiangtuan,3
9/23/2025,Garlic flavor - Sea bass,3
9/23/2025,Garlic flavor - Qian fish,8
9/23/2025,Pickled mustard greens flavor - Jiangtuan,1
9/23/2025,Pickled mustard greens flavor - Sea bass,1
9/23/2025,Pickled mustard greens flavor - Qian fish,1
9/23/2025,Green pepper flavor - Jiangtuan,3
9/23/2025,Green pepper flavor - Sea bass,3
9/23/2025,Green pepper flavor - Qian fish,3
9/23/2025,Mala flavor - Jiangtuan,12
9/23/2025,Mala flavor - Sea bass,12
9/23/2025,Mala flavor - Qian fish,12
9/24/2025,Chicken knee cartilage,30
9/24/2025,Grilled lamb skewers,56
9/24/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
9/24/2025,Old-jar pickled mustard greens flavor - Sea bass,2
9/24/2025,Old-jar pickled mustard greens flavor - Qian fish,2
9/24/2025,Garlic flavor - Jiangtuan,2
9/24/2025,Garlic flavor - Sea bass,2
9/24/2025,Garlic flavor - Qian fish,7
9/24/2025,Pickled mustard greens flavor - Jiangtuan,1
9/24/2025,Pickled mustard greens flavor - Sea bass,1
9/24/2025,Pickled mustard greens flavor - Qian fish,1
9/24/2025,Green pepper flavor - Jiangtuan,3
9/24/2025,Green pepper flavor - Sea bass,3
9/24/2025,Green pepper flavor - Qian fish,4
9/24/2025,Mala flavor - Jiangtuan,12
9/24/2025,Mala flavor - Sea bass,12
9/24/2025,Mala flavor - Qian fish,12
9/25/2025,Chicken knee cartilage,21
9/25/2025,Grilled lamb skewers,62
9/25/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
9/25/2025,Old-jar pickled mustard greens flavor - Sea bass,1
9/25/2025,Old-jar pickled mustard greens flavor - Qian fish,1
9/25/2025,Garlic flavor - Jiangtuan,5
9/25/2025,Garlic flavor - Sea bass,5
9/25/2025,Garlic flavor - Qian fish,7
9/25/2025,Pickled mustard greens flavor - Jiangtuan,1
9/25/2025,Pickled mustard greens flavor - Sea bass,1
9/25/2025,Pickled mustard greens flavor - Qian fish,2
9/25/2025,Green pepper flavor - Jiangtuan,4
9/25/2025,Green pepper flavor - Sea bass,4
9/25/2025,Green pepper flavor - Qian fish,4
9/25/2025,Mala flavor - Jiangtuan,14
9/25/2025,Mala flavor - Sea bass,14
9/25/2025,Mala flavor - Qian fish,14
9/26/2025,Chicken knee cartilage,43
9/26/2025,Grilled lamb skewers,57
9/26/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
9/26/2025,Old-jar pickled mustard greens flavor - Sea bass,2
9/26/2025,Old-jar pickled mustard greens flavor - Qian fish,2
9/26/2025,Garlic flavor - Jiangtuan,4
9/26/2025,Garlic flavor - Sea bass,4
9/26/2025,Garlic flavor - Qian fish,9
9/26/2025,Pickled mustard greens flavor - Jiangtuan,2
9/26/2025,Pickled mustard greens flavor - Sea bass,2
9/26/2025,Pickled mustard greens flavor - Qian fish,2
9/26/2025,Green pepper flavor - Jiangtuan,8
9/26/2025,Green pepper flavor - Sea bass,8
9/26/2025,Green pepper flavor - Qian fish,9
9/26/2025,Mala flavor - Jiangtuan,22
9/26/2025,Mala flavor - Sea bass,22
9/26/2025,Mala flavor - Qian fish,22
9/27/2025,Chicken knee cartilage,106
9/27/2025,Grilled lamb skewers,103
9/27/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
9/27/2025,Old-jar pickled mustard greens flavor - Sea bass,3
9/27/2025,Old-jar pickled mustard greens flavor - Qian fish,3
9/27/2025,Garlic flavor - Jiangtuan,11
9/27/2025,Garlic flavor - Sea bass,11
9/27/2025,Garlic flavor - Qian fish,27
9/27/2025,Pickled mustard greens flavor - Jiangtuan,1
9/27/2025,Pickled mustard greens flavor - Sea bass,1
9/27/2025,Pickled mustard greens flavor - Qian fish,2
9/27/2025,Green pepper flavor - Jiangtuan,9
9/27/2025,Green pepper flavor - Sea bass,9
9/27/2025,Green pepper flavor - Qian fish,10
9/27/2025,Mala flavor - Jiangtuan,20
9/27/2025,Mala flavor - Sea bass,20
9/27/2025,Mala flavor - Qian fish,21
9/28/2025,Chicken knee cartilage,17
9/28/2025,Grilled lamb skewers,31
9/28/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
9/28/2025,Old-jar pickled mustard greens flavor - Sea bass,3
9/28/2025,Old-jar pickled mustard greens flavor - Qian fish,3
9/28/2025,Garlic flavor - Jiangtuan,3
9/28/2025,Garlic flavor - Sea bass,3
9/28/2025,Garlic flavor - Qian fish,8
9/28/2025,Pickled mustard greens flavor - Jiangtuan,1
9/28/2025,Pickled mustard greens flavor - Sea bass,1
9/28/2025,Pickled mustard greens flavor - Qian fish,1
9/28/2025,Green pepper flavor - Jiangtuan,3
9/28/2025,Green pepper flavor - Sea bass,3
9/28/2025,Green pepper flavor - Qian fish,3
9/28/2025,Mala flavor - Jiangtuan,14
9/28/2025,Mala flavor - Sea bass,14
9/28/2025,Mala flavor - Qian fish,14
9/29/2025,Chicken knee cartilage,39
9/29/2025,Grilled lamb skewers,30
9/29/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
9/29/2025,Old-jar pickled mustard greens flavor - Sea bass,1
9/29/2025,Old-jar pickled mustard greens flavor - Qian fish,1
9/29/2025,Garlic flavor - Jiangtuan,6
9/29/2025,Garlic flavor - Sea bass,6
9/29/2025,Garlic flavor - Qian fish,11
9/29/2025,Pickled mustard greens flavor - Jiangtuan,1
9/29/2025,Pickled mustard greens flavor - Sea bass,1
9/29/2025,Pickled mustard greens flavor - Qian fish,2
9/29/2025,Green pepper flavor - Jiangtuan,5
9/29/2025,Green pepper flavor - Sea bass,5
9/29/2025,Green pepper flavor - Qian fish,5
9/29/2025,Mala flavor - Jiangtuan,14
9/29/2025,Mala flavor - Sea bass,14
9/29/2025,Mala flavor - Qian fish,14
9/30/2025,Chicken knee cartilage,63
9/30/2025,Grilled lamb skewers,89
9/30/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
9/30/2025,Old-jar pickled mustard greens flavor - Sea bass,3
9/30/2025,Old-jar pickled mustard greens flavor - Qian fish,3
9/30/2025,Garlic flavor - Jiangtuan,6
9/30/2025,Garlic flavor - Sea bass,6
9/30/2025,Garlic flavor - Qian fish,15
9/30/2025,Pickled mustard greens flavor - Jiangtuan,2
9/30/2025,Pickled mustard greens flavor - Sea bass,2
9/30/2025,Pickled mustard greens flavor - Qian fish,2
9/30/2025,Green pepper flavor - Jiangtuan,7
9/30/2025,Green pepper flavor - Sea bass,7
9/30/2025,Green pepper flavor - Qian fish,7
9/30/2025,Mala flavor - Jiangtuan,23
9/30/2025,Mala flavor - Sea bass,23
9/30/2025,Mala flavor - Qian fish,23
10/1/2025,Chicken knee cartilage,71
10/1/2025,Grilled lamb skewers,121
10/1/2025,Old-jar pickled mustard greens flavor - Jiangtuan,5
10/1/2025,Old-jar pickled mustard greens flavor - Sea bass,5
10/1/2025,Old-jar pickled mustard greens flavor - Qian fish,5
10/1/2025,Garlic flavor - Jiangtuan,8
10/1/2025,Garlic flavor - Sea bass,8
10/1/2025,Garlic flavor - Qian fish,25
10/1/2025,Pickled mustard greens flavor - Jiangtuan,2
10/1/2025,Pickled mustard greens flavor - Sea bass,2
10/1/2025,Pickled mustard greens flavor - Qian fish,2
10/1/2025,Green pepper flavor - Jiangtuan,10
10/1/2025,Green pepper flavor - Sea bass,10
10/1/2025,Green pepper flavor - Qian fish,10
10/1/2025,Mala flavor - Jiangtuan,21
10/1/2025,Mala flavor - Sea bass,21
10/1/2025,Mala flavor - Qian fish,21
10/2/2025,Chicken knee cartilage,56
10/2/2025,Grilled lamb skewers,90
10/2/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
10/2/2025,Old-jar pickled mustard greens flavor - Sea bass,4
10/2/2025,Old-jar pickled mustard greens flavor - Qian fish,4
10/2/2025,Garlic flavor - Jiangtuan,11
10/2/2025,Garlic flavor - Sea bass,11
