date,dish,sales
2025-09-01,Chicken knee cartilage,68.0
2025-09-01,Grilled lamb skewers,66.0
2025-09-01,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-09-01,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-09-01,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-09-01,Garlic flavor - Jiangtuan,4.0
2025-09-01,Garlic flavor - Sea bass,5.0
2025-09-01,Garlic flavor - Qian fish,9.0
2025-09-01,Pickled mustard greens flavor - Jiangtuan,2.0
2025-09-01,Pickled mustard greens flavor - Sea bass,2.0
2025-09-01,Pickled mustard greens flavor - Qian fish,2.0
2025-09-01,Green pepper flavor - Jiangtuan,5.0
2025-09-01,Green pepper flavor - Sea bass,6.0
2025-09-01,Green pepper flavor - Qian fish,5.0
2025-09-01,Mala flavor - Jiangtuan,22.0
2025-09-01,Mala flavor - Sea bass,23.0
2025-09-01,Mala flavor - Qian fish,22.0
2025-09-02,Chicken knee cartilage,14.0
2025-09-02,Grilled lamb skewers,34.0
2025-09-02,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-09-02,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-09-02,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-09-02,Garlic flavor - Jiangtuan,3.0
2025-09-02,Garlic flavor - Sea bass,3.0
2025-09-02,Garlic flavor - Qian fish,5.0
2025-09-02,Pickled mustard greens flavor - Jiangtuan,2.0
2025-09-02,Pickled mustard greens flavor - Sea bass,2.0
2025-09-02,Pickled mustard greens flavor - Qian fish,2.0
2025-09-02,Green pepper flavor - Jiangtuan,5.0
2025-09-02,Green pepper flavor - Sea bass,5.0
2025-09-02,Green pepper flavor - Qian fish,5.0
2025-09-02,Mala flavor - Jiangtuan,18.0
2025-09-02,Mala flavor - Sea bass,18.0
2025-09-02,Mala flavor - Qian fish,18.0
2025-09-03,Chicken knee cartilage,13.0
2025-09-03,Grilled lamb skewers,60.0
2025-09-03,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-09-03,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-09-03,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-09-03,Garlic flavor - Jiangtuan,3.0
2025-09-03,Garlic flavor - Sea bass,3.0
2025-09-03,Garlic flavor - Qian fish,11.0
2025-09-03,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-03,Pickled mustard greens flavor - Sea bass,1.0
2025-09-03,Pickled mustard greens flavor - Qian fish,1.0
2025-09-03,Green pepper flavor - Jiangtuan,3.0
2025-09-03,Green pepper flavor - Sea bass,3.0
2025-09-03,Green pepper flavor - Qian fish,3.0
2025-09-03,Mala flavor - Jiangtuan,13.0
2025-09-03,Mala flavor - Sea bass,13.0
2025-09-03,Mala flavor - Qian fish,13.0
2025-09-04,Chicken knee cartilage,18.0
2025-09-04,Grilled lamb skewers,28.0
2025-09-04,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-09-04,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-09-04,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-09-04,Garlic flavor - Jiangtuan,4.0
2025-09-04,Garlic flavor - Sea bass,4.0
2025-09-04,Garlic flavor - Qian fish,8.0
2025-09-04,Pickled mustard greens flavor - Jiangtuan,2.0
2025-09-04,Pickled mustard greens flavor - Sea bass,2.0
2025-09-04,Pickled mustard greens flavor - Qian fish,2.0
2025-09-04,Green pepper flavor - Jiangtuan,3.0
2025-09-04,Green pepper flavor - Sea bass,3.0
2025-09-04,Green pepper flavor - Qian fish,4.0
2025-09-04,Mala flavor - Jiangtuan,16.0
2025-09-04,Mala flavor - Sea bass,16.0
2025-09-04,Mala flavor - Qian fish,17.0
2025-09-05,Chicken knee cartilage,63.0
2025-09-05,Grilled lamb skewers,97.0
2025-09-05,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-09-05,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-09-05,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-09-05,Garlic flavor - Jiangtuan,7.0
2025-09-05,Garlic flavor - Sea bass,7.0
2025-09-05,Garlic flavor - Qian fish,16.0
2025-09-05,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-05,Pickled mustard greens flavor - Sea bass,1.0
2025-09-05,Pickled mustard greens flavor - Qian fish,1.0
2025-09-05,Green pepper flavor - Jiangtuan,9.0
2025-09-05,Green pepper flavor - Sea bass,9.0
2025-09-05,Green pepper flavor - Qian fish,10.0
2025-09-05,Mala flavor - Jiangtuan,26.0
2025-09-05,Mala flavor - Sea bass,26.0
2025-09-05,Mala flavor - Qian fish,27.0
2025-09-06,Chicken knee cartilage,69.0
2025-09-06,Grilled lamb skewers,113.0
2025-09-06,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-09-06,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-09-06,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-09-06,Garlic flavor - Jiangtuan,11.0
2025-09-06,Garlic flavor - Sea bass,11.0
2025-09-06,Garlic flavor - Qian fish,18.0
2025-09-06,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-06,Pickled mustard greens flavor - Sea bass,1.0
2025-09-06,Pickled mustard greens flavor - Qian fish,1.0
2025-09-06,Green pepper flavor - Jiangtuan,11.0
2025-09-06,Green pepper flavor - Sea bass,11.0
2025-09-06,Green pepper flavor - Qian fish,11.0
2025-09-06,Mala flavor - Jiangtuan,22.0
2025-09-06,Mala flavor - Sea bass,22.0
2025-09-06,Mala flavor - Qian fish,22.0
2025-09-07,Chicken knee cartilage,47.0
2025-09-07,Grilled lamb skewers,103.0
2025-09-07,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-09-07,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-09-07,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-09-07,Garlic flavor - Jiangtuan,10.0
2025-09-07,Garlic flavor - Sea bass,10.0
2025-09-07,Garlic flavor - Qian fish,22.0
2025-09-07,Pickled mustard greens flavor - Jiangtuan,3.0
2025-09-07,Pickled mustard greens flavor - Sea bass,3.0
2025-09-07,Pickled mustard greens flavor - Qian fish,3.0
2025-09-07,Green pepper flavor - Jiangtuan,11.0
2025-09-07,Green pepper flavor - Sea bass,11.0
2025-09-07,Green pepper flavor - Qian fish,12.0
2025-09-07,Mala flavor - Jiangtuan,28.0
2025-09-07,Mala flavor - Sea bass,28.0
2025-09-07,Mala flavor - Qian fish,29.0
2025-09-08,Chicken knee cartilage,33.0
2025-09-08,Grilled lamb skewers,36.0
2025-09-08,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-09-08,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-09-08,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-09-08,Garlic flavor - Jiangtuan,4.0
2025-09-08,Garlic flavor - Sea bass,4.0
2025-09-08,Garlic flavor - Qian fish,6.0
2025-09-08,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-08,Pickled mustard greens flavor - Sea bass,1.0
2025-09-08,Pickled mustard greens flavor - Qian fish,1.0
2025-09-08,Green pepper flavor - Jiangtuan,3.0
2025-09-08,Green pepper flavor - Sea bass,3.0
2025-09-08,Green pepper flavor - Qian fish,3.0
2025-09-08,Mala flavor - Jiangtuan,17.0
2025-09-08,Mala flavor - Sea bass,17.0
2025-09-08,Mala flavor - Qian fish,17.0
2025-09-09,Chicken knee cartilage,18.0
2025-09-09,Grilled lamb skewers,35.0
2025-09-09,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-09-09,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-09-09,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-09-09,Garlic flavor - Jiangtuan,4.0
2025-09-09,Garlic flavor - Sea bass,5.0
2025-09-09,Garlic flavor - Qian fish,9.0
2025-09-09,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-09,Pickled mustard greens flavor - Sea bass,2.0
2025-09-09,Pickled mustard greens flavor - Qian fish,2.0
2025-09-09,Green pepper flavor - Jiangtuan,5.0
2025-09-09,Green pepper flavor - Sea bass,5.0
2025-09-09,Green pepper flavor - Qian fish,5.0
2025-09-09,Mala flavor - Jiangtuan,16.0
2025-09-09,Mala flavor - Sea bass,16.0
2025-09-09,Mala flavor - Qian fish,16.0
2025-09-10,Chicken knee cartilage,40.0
2025-09-10,Grilled lamb skewers,61.0
2025-09-10,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-09-10,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-09-10,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-09-10,Garlic flavor - Jiangtuan,6.0
2025-09-10,Garlic flavor - Sea bass,6.0
2025-09-10,Garlic flavor - Qian fish,13.0
2025-09-10,Pickled mustard greens flavor - Jiangtuan,2.0
2025-09-10,Pickled mustard greens flavor - Sea bass,2.0
2025-09-10,Pickled mustard greens flavor - Qian fish,2.0
2025-09-10,Green pepper flavor - Jiangtuan,5.0
2025-09-10,Green pepper flavor - Sea bass,5.0
2025-09-10,Green pepper flavor - Qian fish,5.0
2025-09-10,Mala flavor - Jiangtuan,15.0
2025-09-10,Mala flavor - Sea bass,15.0
2025-09-10,Mala flavor - Qian fish,16.0
2025-09-11,Chicken knee cartilage,32.0
2025-09-11,Grilled lamb skewers,45.0
2025-09-11,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-09-11,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-09-11,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-09-11,Garlic flavor - Jiangtuan,3.0
2025-09-11,Garlic flavor - Sea bass,3.0
2025-09-11,Garlic flavor - Qian fish,7.0
2025-09-11,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-11,Pickled mustard greens flavor - Sea bass,1.0
2025-09-11,Pickled mustard greens flavor - Qian fish,1.0
2025-09-11,Green pepper flavor - Jiangtuan,5.0
2025-09-11,Green pepper flavor - Sea bass,5.0
2025-09-11,Green pepper flavor - Qian fish,5.0
2025-09-11,Mala flavor - Jiangtuan,15.0
2025-09-11,Mala flavor - Sea bass,15.0
2025-09-11,Mala flavor - Qian fish,16.0
2025-09-12,Chicken knee cartilage,38.0
2025-09-12,Grilled lamb skewers,92.0
2025-09-12,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-09-12,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-09-12,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-09-12,Garlic flavor - Jiangtuan,5.0
2025-09-12,Garlic flavor - Sea bass,5.0
2025-09-12,Garlic flavor - Qian fish,13.0
2025-09-12,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-12,Pickled mustard greens flavor - Sea bass,1.0
2025-09-12,Pickled mustard greens flavor - Qian fish,2.0
2025-09-12,Green pepper flavor - Jiangtuan,5.0
2025-09-12,Green pepper flavor - Sea bass,5.0
2025-09-12,Green pepper flavor - Qian fish,5.0
2025-09-12,Mala flavor - Jiangtuan,19.0
2025-09-12,Mala flavor - Sea bass,19.0
2025-09-12,Mala flavor - Qian fish,19.0
2025-09-13,Chicken knee cartilage,56.0
2025-09-13,Grilled lamb skewers,134.0
2025-09-13,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-09-13,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-09-13,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-09-13,Garlic flavor - Jiangtuan,8.0
2025-09-13,Garlic flavor - Sea bass,8.0
2025-09-13,Garlic flavor - Qian fish,29.0
2025-09-13,Pickled mustard greens flavor - Jiangtuan,3.0
2025-09-13,Pickled mustard greens flavor - Sea bass,3.0
2025-09-13,Pickled mustard greens flavor - Qian fish,3.0
2025-09-13,Green pepper flavor - Jiangtuan,9.0
2025-09-13,Green pepper flavor - Sea bass,9.0
2025-09-13,Green pepper flavor - Qian fish,9.0
2025-09-13,Mala flavor - Jiangtuan,21.0
2025-09-13,Mala flavor - Sea bass,21.0
2025-09-13,Mala flavor - Qian fish,21.0
2025-09-14,Chicken knee cartilage,66.0
2025-09-14,Grilled lamb skewers,100.0
2025-09-14,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-09-14,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-09-14,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-09-14,Garlic flavor - Jiangtuan,7.0
2025-09-14,Garlic flavor - Sea bass,6.0
2025-09-14,Garlic flavor - Qian fish,25.0
2025-09-14,Pickled mustard greens flavor - Jiangtuan,2.0
2025-09-14,Pickled mustard greens flavor - Sea bass,1.0
2025-09-14,Pickled mustard greens flavor - Qian fish,2.0
2025-09-14,Green pepper flavor - Jiangtuan,9.0
2025-09-14,Green pepper flavor - Sea bass,8.0
2025-09-14,Green pepper flavor - Qian fish,9.0
2025-09-14,Mala flavor - Jiangtuan,24.0
2025-09-14,Mala flavor - Sea bass,23.0
2025-09-14,Mala flavor - Qian fish,23.0
2025-09-15,Chicken knee cartilage,77.0
2025-09-15,Grilled lamb skewers,51.0
2025-09-15,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-09-15,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-09-15,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-09-15,Garlic flavor - Jiangtuan,5.0
2025-09-15,Garlic flavor - Sea bass,5.0
2025-09-15,Garlic flavor - Qian fish,8.0
2025-09-15,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-15,Pickled mustard greens flavor - Sea bass,1.0
2025-09-15,Pickled mustard greens flavor - Qian fish,1.0
2025-09-15,Green pepper flavor - Jiangtuan,5.0
2025-09-15,Green pepper flavor - Sea bass,5.0
2025-09-15,Green pepper flavor - Qian fish,5.0
2025-09-15,Mala flavor - Jiangtuan,12.0
2025-09-15,Mala flavor - Sea bass,12.0
2025-09-15,Mala flavor - Qian fish,12.0
2025-09-16,Chicken knee cartilage,19.0
2025-09-16,Grilled lamb skewers,58.0
2025-09-16,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-09-16,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-09-16,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-09-16,Garlic flavor - Jiangtuan,4.0
2025-09-16,Garlic flavor - Sea bass,4.0
2025-09-16,Garlic flavor - Qian fish,7.0
2025-09-16,Pickled mustard greens flavor - Jiangtuan,2.0
2025-09-16,Pickled mustard greens flavor - Sea bass,3.0
2025-09-16,Pickled mustard greens flavor - Qian fish,2.0
2025-09-16,Green pepper flavor - Jiangtuan,4.0
2025-09-16,Green pepper flavor - Sea bass,4.0
2025-09-16,Green pepper flavor - Qian fish,4.0
2025-09-16,Mala flavor - Jiangtuan,13.0
2025-09-16,Mala flavor - Sea bass,13.0
2025-09-16,Mala flavor - Qian fish,13.0
2025-09-17,Chicken knee cartilage,11.0
2025-09-17,Grilled lamb skewers,50.0
2025-09-17,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-09-17,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-09-17,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-09-17,Garlic flavor - Jiangtuan,3.0
2025-09-17,Garlic flavor - Sea bass,3.0
2025-09-17,Garlic flavor - Qian fish,7.0
2025-09-17,Pickled mustard greens flavor - Jiangtuan,2.0
2025-09-17,Pickled mustard greens flavor - Sea bass,2.0
2025-09-17,Pickled mustard greens flavor - Qian fish,2.0
2025-09-17,Green pepper flavor - Jiangtuan,4.0
2025-09-17,Green pepper flavor - Sea bass,4.0
2025-09-17,Green pepper flavor - Qian fish,5.0
2025-09-17,Mala flavor - Jiangtuan,10.0
2025-09-17,Mala flavor - Sea bass,10.0
2025-09-17,Mala flavor - Qian fish,11.0
2025-09-18,Chicken knee cartilage,19.0
2025-09-18,Grilled lamb skewers,46.0
2025-09-18,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-09-18,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-09-18,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-09-18,Garlic flavor - Jiangtuan,3.0
2025-09-18,Garlic flavor - Sea bass,3.0
2025-09-18,Garlic flavor - Qian fish,6.0
2025-09-18,Pickled mustard greens flavor - Qian fish,1.0
2025-09-18,Green pepper flavor - Jiangtuan,4.0
2025-09-18,Green pepper flavor - Sea bass,4.0
2025-09-18,Green pepper flavor - Qian fish,5.0
2025-09-18,Mala flavor - Jiangtuan,12.0
2025-09-18,Mala flavor - Sea bass,12.0
2025-09-18,Mala flavor - Qian fish,13.0
2025-09-19,Chicken knee cartilage,37.0
2025-09-19,Grilled lamb skewers,65.0
2025-09-19,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-09-19,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-09-19,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-09-19,Garlic flavor - Jiangtuan,5.0
2025-09-19,Garlic flavor - Sea bass,4.0
2025-09-19,Garlic flavor - Qian fish,8.0
2025-09-19,Pickled mustard greens flavor - Jiangtuan,2.0
2025-09-19,Pickled mustard greens flavor - Sea bass,1.0
2025-09-19,Pickled mustard greens flavor - Qian fish,2.0
2025-09-19,Green pepper flavor - Jiangtuan,5.0
2025-09-19,Green pepper flavor - Sea bass,5.0
2025-09-19,Green pepper flavor - Qian fish,6.0
2025-09-19,Mala flavor - Jiangtuan,22.0
2025-09-19,Mala flavor - Sea bass,21.0
2025-09-19,Mala flavor - Qian fish,22.0
2025-09-20,Chicken knee cartilage,33.0
2025-09-20,Grilled lamb skewers,111.0
2025-09-20,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-09-20,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-09-20,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-09-20,Garlic flavor - Jiangtuan,9.0
2025-09-20,Garlic flavor - Sea bass,9.0
2025-09-20,Garlic flavor - Qian fish,23.0
2025-09-20,Pickled mustard greens flavor - Jiangtuan,3.0
2025-09-20,Pickled mustard greens flavor - Sea bass,3.0
2025-09-20,Pickled mustard greens flavor - Qian fish,3.0
2025-09-20,Green pepper flavor - Jiangtuan,9.0
2025-09-20,Green pepper flavor - Sea bass,9.0
2025-09-20,Green pepper flavor - Qian fish,9.0
2025-09-20,Mala flavor - Jiangtuan,18.0
2025-09-20,Mala flavor - Sea bass,18.0
2025-09-20,Mala flavor - Qian fish,18.0
2025-09-21,Chicken knee cartilage,45.0
2025-09-21,Grilled lamb skewers,82.0
2025-09-21,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-09-21,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-09-21,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-09-21,Garlic flavor - Jiangtuan,10.0
2025-09-21,Garlic flavor - Sea bass,11.0
2025-09-21,Garlic flavor - Qian fish,14.0
2025-09-21,Pickled mustard greens flavor - Jiangtuan,2.0
2025-09-21,Pickled mustard greens flavor - Sea bass,3.0
2025-09-21,Pickled mustard greens flavor - Qian fish,3.0
2025-09-21,Green pepper flavor - Jiangtuan,7.0
2025-09-21,Green pepper flavor - Sea bass,7.0
2025-09-21,Green pepper flavor - Qian fish,8.0
2025-09-21,Mala flavor - Jiangtuan,16.0
2025-09-21,Mala flavor - Sea bass,16.0
2025-09-21,Mala flavor - Qian fish,17.0
2025-09-22,Chicken knee cartilage,30.0
2025-09-22,Grilled lamb skewers,5.0
2025-09-22,Garlic flavor - Jiangtuan,3.0
2025-09-22,Garlic flavor - Sea bass,3.0
2025-09-22,Garlic flavor - Qian fish,7.0
2025-09-22,Pickled mustard greens flavor - Jiangtuan,2.0
2025-09-22,Pickled mustard greens flavor - Sea bass,2.0
2025-09-22,Pickled mustard greens flavor - Qian fish,2.0
2025-09-22,Green pepper flavor - Jiangtuan,5.0
2025-09-22,Green pepper flavor - Sea bass,5.0
2025-09-22,Green pepper flavor - Qian fish,5.0
2025-09-22,Mala flavor - Jiangtuan,10.0
2025-09-22,Mala flavor - Sea bass,10.0
2025-09-22,Mala flavor - Qian fish,10.0
2025-09-23,Chicken knee cartilage,22.0
2025-09-23,Grilled lamb skewers,38.0
2025-09-23,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-09-23,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-09-23,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-09-23,Garlic flavor - Jiangtuan,3.0
2025-09-23,Garlic flavor - Sea bass,3.0
2025-09-23,Garlic flavor - Qian fish,8.0
2025-09-23,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-23,Pickled mustard greens flavor - Sea bass,1.0
2025-09-23,Pickled mustard greens flavor - Qian fish,1.0
2025-09-23,Green pepper flavor - Jiangtuan,3.0
2025-09-23,Green pepper flavor - Sea bass,3.0
2025-09-23,Green pepper flavor - Qian fish,3.0
2025-09-23,Mala flavor - Jiangtuan,12.0
2025-09-23,Mala flavor - Sea bass,12.0
2025-09-23,Mala flavor - Qian fish,12.0
2025-09-24,Chicken knee cartilage,30.0
2025-09-24,Grilled lamb skewers,56.0
2025-09-24,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-09-24,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-09-24,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-09-24,Garlic flavor - Jiangtuan,2.0
2025-09-24,Garlic flavor - Sea bass,2.0
2025-09-24,Garlic flavor - Qian fish,7.0
2025-09-24,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-24,Pickled mustard greens flavor - Sea bass,1.0
2025-09-24,Pickled mustard greens flavor - Qian fish,1.0
2025-09-24,Green pepper flavor - Jiangtuan,3.0
2025-09-24,Green pepper flavor - Sea bass,3.0
2025-09-24,Green pepper flavor - Qian fish,4.0
2025-09-24,Mala flavor - Jiangtuan,12.0
2025-09-24,Mala flavor - Sea bass,12.0
2025-09-24,Mala flavor - Qian fish,12.0
2025-09-25,Chicken knee cartilage,21.0
2025-09-25,Grilled lamb skewers,62.0
2025-09-25,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-09-25,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-09-25,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-09-25,Garlic flavor - Jiangtuan,5.0
2025-09-25,Garlic flavor - Sea bass,5.0
2025-09-25,Garlic flavor - Qian fish,7.0
2025-09-25,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-25,Pickled mustard greens flavor - Sea bass,1.0
2025-09-25,Pickled mustard greens flavor - Qian fish,2.0
2025-09-25,Green pepper flavor - Jiangtuan,4.0
2025-09-25,Green pepper flavor - Sea bass,4.0
2025-09-25,Green pepper flavor - Qian fish,4.0
2025-09-25,Mala flavor - Jiangtuan,14.0
2025-09-25,Mala flavor - Sea bass,14.0
2025-09-25,Mala flavor - Qian fish,14.0
2025-09-26,Chicken knee cartilage,43.0
2025-09-26,Grilled lamb skewers,57.0
2025-09-26,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-09-26,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-09-26,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-09-26,Garlic flavor - Jiangtuan,4.0
2025-09-26,Garlic flavor - Sea bass,4.0
2025-09-26,Garlic flavor - Qian fish,9.0
2025-09-26,Pickled mustard greens flavor - Jiangtuan,2.0
2025-09-26,Pickled mustard greens flavor - Sea bass,2.0
2025-09-26,Pickled mustard greens flavor - Qian fish,2.0
2025-09-26,Green pepper flavor - Jiangtuan,8.0
2025-09-26,Green pepper flavor - Sea bass,8.0
2025-09-26,Green pepper flavor - Qian fish,9.0
2025-09-26,Mala flavor - Jiangtuan,22.0
2025-09-26,Mala flavor - Sea bass,22.0
2025-09-26,Mala flavor - Qian fish,22.0
2025-09-27,Chicken knee cartilage,106.0
2025-09-27,Grilled lamb skewers,103.0
2025-09-27,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-09-27,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-09-27,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-09-27,Garlic flavor - Jiangtuan,11.0
2025-09-27,Garlic flavor - Sea bass,11.0
2025-09-27,Garlic flavor - Qian fish,27.0
2025-09-27,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-27,Pickled mustard greens flavor - Sea bass,1.0
2025-09-27,Pickled mustard greens flavor - Qian fish,2.0
2025-09-27,Green pepper flavor - Jiangtuan,9.0
2025-09-27,Green pepper flavor - Sea bass,9.0
2025-09-27,Green pepper flavor - Qian fish,10.0
2025-09-27,Mala flavor - Jiangtuan,20.0
2025-09-27,Mala flavor - Sea bass,20.0
2025-09-27,Mala flavor - Qian fish,21.0
2025-09-28,Chicken knee cartilage,17.0
2025-09-28,Grilled lamb skewers,31.0
2025-09-28,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-09-28,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-09-28,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-09-28,Garlic flavor - Jiangtuan,3.0
2025-09-28,Garlic flavor - Sea bass,3.0
2025-09-28,Garlic flavor - Qian fish,8.0
2025-09-28,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-28,Pickled mustard greens flavor - Sea bass,1.0
2025-09-28,Pickled mustard greens flavor - Qian fish,1.0
2025-09-28,Green pepper flavor - Jiangtuan,3.0
2025-09-28,Green pepper flavor - Sea bass,3.0
2025-09-28,Green pepper flavor - Qian fish,3.0
2025-09-28,Mala flavor - Jiangtuan,14.0
2025-09-28,Mala flavor - Sea bass,14.0
2025-09-28,Mala flavor - Qian fish,14.0
2025-09-29,Chicken knee cartilage,39.0
2025-09-29,Grilled lamb skewers,30.0
2025-09-29,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-09-29,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-09-29,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-09-29,Garlic flavor - Jiangtuan,6.0
2025-09-29,Garlic flavor - Sea bass,6.0
2025-09-29,Garlic flavor - Qian fish,11.0
2025-09-29,Pickled mustard greens flavor - Jiangtuan,1.0
2025-09-29,Pickled mustard greens flavor - Sea bass,1.0
2025-09-29,Pickled mustard greens flavor - Qian fish,2.0
2025-09-29,Green pepper flavor - Jiangtuan,5.0
2025-09-29,Green pepper flavor - Sea bass,5.0
2025-09-29,Green pepper flavor - Qian fish,5.0
2025-09-29,Mala flavor - Jiangtuan,14.0
2025-09-29,Mala flavor - Sea bass,14.0
2025-09-29,Mala flavor - Qian fish,14.0
2025-09-30,Chicken knee cartilage,63.0
2025-09-30,Grilled lamb skewers,89.0
2025-09-30,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-09-30,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-09-30,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-09-30,Garlic flavor - Jiangtuan,6.0
2025-09-30,Garlic flavor - Sea bass,6.0
2025-09-30,Garlic flavor - Qian fish,15.0
2025-09-30,Pickled mustard greens flavor - Jiangtuan,2.0
2025-09-30,Pickled mustard greens flavor - Sea bass,2.0
2025-09-30,Pickled mustard greens flavor - Qian fish,2.0
2025-09-30,Green pepper flavor - Jiangtuan,7.0
2025-09-30,Green pepper flavor - Sea bass,7.0
2025-09-30,Green pepper flavor - Qian fish,7.0
2025-09-30,Mala flavor - Jiangtuan,23.0
2025-09-30,Mala flavor - Sea bass,23.0
2025-09-30,Mala flavor - Qian fish,23.0
2025-10-01,Chicken knee cartilage,71.0
