date,dish_name,wastage_qty
2025-07-04 03:10:00,Catfish(Dual UOM),3.0
2025-07-04 03:10:00,Chinese Leek Sections,0.02
2025-07-04 03:10:00,Small Channel Catfish,3.0
2025-07-04 03:10:00,Grilled Fish Base - Green Pepper (Kaojiang),1.99
2025-07-04 03:10:00,Frozen Lamb Skewers (Steel Skewer),0.55
2025-07-04 03:10:00,Garlic Sprouts (Cleaned),0.38
2025-07-04 03:10:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.14
2025-07-05 21:45:00,Grilled Fish Base - Garlic Flavor (Kaojiang),40.33
2025-07-05 21:45:00,Black Beans (New Crop),0.52
2025-07-05 21:45:00,Grilled Fish Base - Spicy Mala (Kaojiang),47.7
2025-07-05 21:45:00,Garlic Sprouts (Cleaned),0.93
2025-07-05 21:45:00,Pearl Garlic(Dia. 2.5cm),2.56
2025-07-05 21:45:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.74
2025-07-05 21:45:00,Longsnout Catfish (Dual UOM),11.0
2025-07-05 21:45:00,Small Channel Catfish,28.0
2025-07-05 21:45:00,Grilled Fish Base - Green Pepper (Kaojiang),32.49
2025-07-05 21:45:00,Chicken Cartilage Skewers (UOM: Skewer),2.0
2025-07-05 21:45:00,Catfish(Dual UOM),69.0
2025-07-05 21:45:00,Green Bird's Eye Chili (Stemless),6.77
2025-07-05 21:45:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,3.72
2025-07-05 21:45:00,Channel Catfish,28.0
2025-07-05 21:45:00,Channel Catfish,18.0
2025-07-05 21:45:00,Erjingtiao Chili (Cleaned/Stemless),3.93
2025-07-05 21:45:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.17
2025-07-06 21:47:00,Chinese Leek Sections,0.52
2025-07-06 21:47:00,Sea Bass,10.0
2025-07-06 21:47:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.25
2025-07-06 21:47:00,Grilled Fish Red Oil (Kaojiang),0.06
2025-07-06 21:47:00,Frozen Lamb Skewers (Steel Skewer),0.45
2025-07-06 21:47:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,1.39
2025-07-06 21:47:00,Frozen Lamb Skewers (Steel Skewer),7.35
2025-07-06 21:47:00,Chicken Cartilage Skewers (UOM: Skewer),36.0
2025-07-06 21:47:00,Frozen Lamb Skewers (Steel Skewer),2.25
2025-07-06 21:47:00,Frozen Lamb Skewers (Steel Skewer),2.18
2025-07-06 21:47:00,Channel Catfish,9.0
2025-07-06 21:47:00,Frozen Lamb Skewers (Steel Skewer),1.03
2025-07-06 21:47:00,Chicken Cartilage Skewers (UOM: Skewer),169.0
2025-07-06 21:47:00,Chicken Cartilage Skewers (UOM: Skewer),74.0
2025-07-06 21:47:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,2.1
2025-07-06 21:47:00,Chicken Cartilage Skewers (UOM: Skewer),6.0
2025-07-06 21:47:00,Red Bird's Eye Chili (Stemless),0.96
2025-07-06 21:47:00,Chicken Cartilage Skewers (UOM: Skewer),6.0
2025-07-06 23:49:00,Red Finger Chili (Cleaned),0.19
2025-07-06 23:49:00,Green Bird's Eye Chili (Stemless),5.56
2025-07-06 23:49:00,Mixed Chili Shreds (5kg/Bag),3.89
2025-07-06 23:49:00,Red Bird's Eye Chili (Stemless),0.98
2025-07-06 23:49:00,Garlic Sprouts (Cleaned),0.2
2025-07-06 23:49:00,Grilled Fish Base - Green Pepper (Kaojiang),1.0
2025-07-08 21:43:00,Channel Catfish,16.0
2025-07-08 21:43:00,Mixed Chili Shreds (5kg/Bag),7.65
2025-07-08 21:43:00,Green Bird's Eye Chili (Stemless),3.34
2025-07-08 21:43:00,Grilled Fish Base - Garlic Flavor (Kaojiang),1.66
2025-07-08 21:43:00,Catfish(Dual UOM),33.0
2025-07-08 21:43:00,Chinese Leek Sections,0.62
2025-07-08 21:43:00,Frozen Lamb Skewers (Steel Skewer),1.0
2025-07-08 21:43:00,Grilled Fish Red Oil (Kaojiang),1.01
2025-07-08 21:43:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,1.79
2025-07-08 21:43:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.57
2025-07-08 21:43:00,Grilled Fish Base - Green Pepper (Kaojiang),0.83
2025-07-08 21:43:00,Black Beans (New Crop),0.9
2025-07-08 21:43:00,Small Channel Catfish,16.0
2025-07-08 21:43:00,Garlic Sprouts (Cleaned),1.0
2025-07-08 21:43:00,Pearl Garlic(Dia. 2.5cm),2.28
2025-07-08 21:43:00,Cumin Powder,0.64
2025-07-08 21:43:00,Erjingtiao Chili (Cleaned/Stemless),1.72
2025-07-08 21:43:00,Longsnout Catfish (Dual UOM),13.0
2025-07-09 09:30:00,Garlic Sprouts (Cleaned),0.3
2025-07-09 09:30:00,Channel Catfish,3.5
2025-07-09 09:30:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,1.25
2025-07-09 09:30:00,Red Bird's Eye Chili (Stemless),0.27
2025-07-09 09:30:00,Chicken Cartilage Skewers (UOM: Skewer),2.0
2025-07-09 09:30:00,Catfish(Dual UOM),9.0
2025-07-09 09:30:00,Black Beans (New Crop),0.36
2025-07-09 09:30:00,Red Finger Chili (Cleaned),0.14
2025-07-09 09:30:00,Small Channel Catfish,3.5
2025-07-09 09:30:00,Chinese Leek Sections,0.48
2025-07-09 09:30:00,Frozen Lamb Skewers (Steel Skewer),0.03
2025-07-09 09:30:00,Grilled Fish Base - Spicy Mala (Kaojiang),11.99
2025-07-10 00:14:00,Erjingtiao Chili (Cleaned/Stemless),0.65
2025-07-10 00:14:00,Grilled Fish Base - Green Pepper (Kaojiang),0.16
2025-07-10 00:14:00,Longsnout Catfish (Dual UOM),4.0
2025-07-10 00:14:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,5.28
2025-07-10 00:14:00,Sea Bass,5.0
2025-07-10 00:14:00,Grilled Fish Red Oil (Kaojiang),0.02
2025-07-10 00:14:00,Sea Bass,1.0
2025-07-10 00:14:00,Green Bird's Eye Chili (Stemless),0.85
2025-07-10 00:14:00,Mixed Chili Shreds (5kg/Bag),6.52
2025-07-10 00:14:00,Sea Bass,3.0
2025-07-10 00:14:00,Small Channel Catfish,15.5
2025-07-10 00:14:00,Garlic Sprouts (Cleaned),0.53
2025-07-10 00:14:00,Channel Catfish,15.5
2025-07-10 00:14:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.65
2025-07-10 00:14:00,Chinese Leek Sections,0.16
2025-07-10 00:14:00,Pearl Garlic(Dia. 2.5cm),0.83
2025-07-10 00:14:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.28
2025-07-10 00:14:00,Channel Catfish,13.0
2025-07-11 00:54:00,Grilled Fish Base - Garlic Flavor (Kaojiang),0.32
2025-07-11 00:54:00,Mixed Chili Shreds (5kg/Bag),3.25
2025-07-11 00:54:00,Grilled Fish Base - Green Pepper (Kaojiang),3.83
2025-07-11 00:54:00,Pearl Garlic(Dia. 2.5cm),0.22
2025-07-11 00:54:00,Catfish(Dual UOM),12.0
2025-07-11 00:54:00,Cumin Powder,0.1
2025-07-11 00:54:00,Garlic Sprouts (Cleaned),0.22
2025-07-11 00:54:00,Grilled Fish Red Oil (Kaojiang),0.55
2025-07-11 00:54:00,Frozen Lamb Skewers (Steel Skewer),2.05
2025-07-11 00:54:00,Chinese Leek Sections,0.46
2025-07-11 00:54:00,Channel Catfish,8.0
2025-07-11 00:54:00,Sea Bass,6.0
2025-07-11 00:54:00,Sea Bass,6.0
2025-07-11 00:54:00,Chicken Cartilage Skewers (UOM: Skewer),8.0
2025-07-11 00:54:00,Grilled Fish Base - Spicy Mala (Kaojiang),0.12
2025-07-11 00:54:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.64
2025-07-11 00:54:00,Channel Catfish,15.5
2025-07-11 00:54:00,Small Channel Catfish,15.5
2025-07-12 22:26:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.41
2025-07-12 22:26:00,Pearl Garlic(Dia. 2.5cm),0.33
2025-07-12 22:26:00,Cumin Powder,1.59
2025-07-12 22:26:00,Catfish(Dual UOM),33.0
2025-07-12 22:26:00,Sea Bass,20.0
2025-07-12 22:26:00,Garlic Sprouts (Cleaned),0.67
2025-07-12 22:26:00,Small Channel Catfish,5.5
2025-07-12 22:26:00,Longsnout Catfish (Dual UOM),1.0
2025-07-12 22:26:00,Chicken Cartilage Skewers (UOM: Skewer),1.0
2025-07-12 22:26:00,Green Bird's Eye Chili (Stemless),3.07
2025-07-12 22:26:00,Red Finger Chili (Cleaned),0.33
2025-07-12 22:26:00,Black Beans (New Crop),0.79
2025-07-12 22:26:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,0.2
2025-07-12 22:26:00,Channel Catfish,5.5
2025-07-12 22:26:00,Channel Catfish,6.0
2025-07-12 22:26:00,Chinese Leek Sections,1.45
2025-07-12 22:26:00,Grilled Fish Base - Garlic Flavor (Kaojiang),0.66
2025-07-12 22:26:00,Red Bird's Eye Chili (Stemless),0.95
2025-07-13 00:32:00,Green Bird's Eye Chili (Stemless),0.67
2025-07-13 00:32:00,Chicken Cartilage Skewers (UOM: Skewer),6.0
2025-07-13 00:32:00,Small Channel Catfish,2.0
2025-07-13 00:32:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.46
2025-07-13 00:32:00,Frozen Lamb Skewers (Steel Skewer),0.35
2025-07-13 00:32:00,Catfish(Dual UOM),3.0
2025-07-13 00:32:00,Mixed Chili Shreds (5kg/Bag),2.78
2025-07-13 00:32:00,Channel Catfish,2.0
2025-07-13 00:32:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.58
2025-07-13 00:32:00,Grilled Fish Base - Spicy Mala (Kaojiang),1.2
2025-07-13 00:32:00,Channel Catfish,1.0
2025-07-13 00:32:00,Grilled Fish Base - Garlic Flavor (Kaojiang),1.0
2025-07-13 00:32:00,Pearl Garlic(Dia. 2.5cm),0.17
2025-07-16 14:17:00,Chicken Cartilage Skewers (UOM: Skewer),51.0
2025-07-16 14:17:00,Mixed Chili Shreds (5kg/Bag),1.35
2025-07-16 14:17:00,Sea Bass,3.0
2025-07-16 14:17:00,Catfish(Dual UOM),72.0
2025-07-16 14:17:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.74
2025-07-16 14:17:00,Garlic Sprouts (Cleaned),1.1
2025-07-16 14:17:00,Grilled Fish Base - Sauerkraut (Kaojiang),2.49
2025-07-16 14:17:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,2.28
2025-07-16 14:17:00,Chinese Leek Sections,2.45
2025-07-16 14:17:00,Pearl Garlic(Dia. 2.5cm),2.62
2025-07-16 14:17:00,Frozen Lamb Skewers (Steel Skewer),1.2
2025-07-16 14:17:00,Grilled Fish Base - Spicy Mala (Kaojiang),0.93
2025-07-16 14:17:00,Green Bird's Eye Chili (Stemless),12.79
2025-07-16 14:17:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,1.84
2025-07-16 14:17:00,Channel Catfish,15.5
2025-07-16 14:17:00,Small Channel Catfish,15.5
2025-07-16 14:17:00,Grilled Fish Base - Garlic Flavor (Kaojiang),1.65
2025-07-16 14:17:00,Red Finger Chili (Cleaned),0.02
2025-07-16 14:17:00,Channel Catfish,28.0
2025-07-16 14:17:00,Grilled Fish Red Oil (Kaojiang),0.19
2025-07-16 14:17:00,Longsnout Catfish (Dual UOM),10.0
2025-07-16 14:17:00,Longsnout Catfish (Dual UOM),12.0
2025-07-17 00:30:00,Catfish(Dual UOM),46.0
2025-07-17 00:30:00,Garlic Sprouts (Cleaned),0.76
2025-07-17 00:30:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,4.49
2025-07-17 00:30:00,Grilled Fish Base - Green Pepper (Kaojiang),2.33
2025-07-17 00:30:00,Channel Catfish,8.0
2025-07-17 00:30:00,Sea Bass,4.0
2025-07-17 00:30:00,Pearl Garlic(Dia. 2.5cm),4.17
2025-07-17 00:30:00,Small Channel Catfish,1.0
2025-07-17 00:30:00,Grilled Fish Red Oil (Kaojiang),0.24
2025-07-17 00:30:00,Grilled Fish Base - Garlic Flavor (Kaojiang),4.0
2025-07-17 00:30:00,Channel Catfish,1.0
2025-07-17 00:30:00,Grilled Fish Base - Spicy Mala (Kaojiang),3.14
2025-07-17 00:30:00,Chinese Leek Sections,0.51
2025-07-17 00:30:00,Longsnout Catfish (Dual UOM),6.0
2025-07-17 00:30:00,Chicken Cartilage Skewers (UOM: Skewer),9.0
2025-07-17 00:30:00,Green Bird's Eye Chili (Stemless),4.33
2025-07-17 00:30:00,Erjingtiao Chili (Cleaned/Stemless),0.68
2025-07-17 00:30:00,Mixed Chili Shreds (5kg/Bag),4.34
2025-07-18 09:40:00,Longsnout Catfish (Dual UOM),3.0
2025-07-18 09:40:00,Grilled Fish Base - Sauerkraut (Kaojiang),1.32
2025-07-18 09:40:00,Channel Catfish,14.5
2025-07-18 09:40:00,Garlic Sprouts (Cleaned),0.31
2025-07-18 09:40:00,Grilled Fish Base - Spicy Mala (Kaojiang),10.96
2025-07-18 09:40:00,Red Finger Chili (Cleaned),0.73
2025-07-18 09:40:00,Sea Bass,4.0
2025-07-18 09:40:00,Black Beans (New Crop),0.84
2025-07-18 09:40:00,Red Bird's Eye Chili (Stemless),0.99
2025-07-18 09:40:00,Cumin Powder,0.72
2025-07-18 09:40:00,Chinese Leek Sections,0.04
2025-07-18 09:40:00,Frozen Lamb Skewers (Steel Skewer),0.65
2025-07-18 09:40:00,Chicken Cartilage Skewers (UOM: Skewer),42.0
2025-07-18 09:40:00,Grilled Fish Base - Green Pepper (Kaojiang),1.83
2025-07-18 09:40:00,Grilled Fish Base - Garlic Flavor (Kaojiang),0.66
2025-07-18 09:40:00,Small Channel Catfish,14.5
2025-07-18 09:40:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.61
2025-07-18 09:40:00,Catfish(Dual UOM),3.0
2025-07-19 21:47:00,Channel Catfish,17.5
2025-07-19 21:47:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,1.56
2025-07-19 21:47:00,Grilled Fish Red Oil (Kaojiang),0.44
2025-07-19 21:47:00,Chinese Leek Sections,0.5
2025-07-19 21:47:00,Grilled Fish Base - Green Pepper (Kaojiang),1.16
2025-07-19 21:47:00,Black Beans (New Crop),0.54
2025-07-19 21:47:00,Sea Bass,4.0
2025-07-19 21:47:00,Frozen Lamb Skewers (Steel Skewer),0.93
2025-07-19 21:47:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,4.88
2025-07-19 21:47:00,Pearl Garlic(Dia. 2.5cm),1.67
2025-07-19 21:47:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.24
2025-07-19 21:47:00,Erjingtiao Chili (Cleaned/Stemless),2.92
2025-07-19 21:47:00,Small Channel Catfish,17.5
2025-07-19 21:47:00,Grilled Fish Base - Garlic Flavor (Kaojiang),0.99
2025-07-19 21:47:00,Green Bird's Eye Chili (Stemless),3.33
2025-07-19 21:47:00,Mixed Chili Shreds (5kg/Bag),7.9
2025-07-19 21:47:00,Grilled Fish Base - Sauerkraut (Kaojiang),0.33
2025-07-20 00:58:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.05
2025-07-20 00:58:00,Garlic Sprouts (Cleaned),0.2
2025-07-20 00:58:00,Chinese Leek Sections,0.43
2025-07-20 00:58:00,Chicken Cartilage Skewers (UOM: Skewer),6.0
2025-07-20 00:58:00,Green Bird's Eye Chili (Stemless),0.74
2025-07-20 00:58:00,Black Beans (New Crop),0.91
2025-07-20 00:58:00,Grilled Fish Red Oil (Kaojiang),0.73
2025-07-20 00:58:00,Channel Catfish,12.0
2025-07-21 11:35:00,Mixed Chili Shreds (5kg/Bag),10.16
2025-07-21 11:35:00,Chicken Cartilage Skewers (UOM: Skewer),70.0
2025-07-21 11:35:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,1.4
2025-07-21 11:35:00,Pearl Garlic(Dia. 2.5cm),4.33
2025-07-21 11:35:00,Erjingtiao Chili (Cleaned/Stemless),0.81
2025-07-21 11:35:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.65
2025-07-21 11:35:00,Grilled Fish Base - Spicy Mala (Kaojiang),6.42
2025-07-21 11:35:00,Garlic Sprouts (Cleaned),1.0
2025-07-21 11:35:00,Chinese Leek Sections,0.84
2025-07-21 11:35:00,Cumin Powder,1.31
2025-07-21 11:35:00,Channel Catfish,159.0
2025-07-21 11:35:00,Red Finger Chili (Cleaned),0.82
2025-07-21 11:35:00,Sea Bass,2.0
2025-07-21 11:35:00,Grilled Fish Base - Garlic Flavor (Kaojiang),1.0
2025-07-21 11:35:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.25
2025-07-21 11:35:00,Green Bird's Eye Chili (Stemless),5.58
2025-07-21 11:35:00,Frozen Lamb Skewers (Steel Skewer),2.23
2025-07-22 21:49:00,Black Beans (New Crop),0.77
2025-07-22 21:49:00,Longsnout Catfish (Dual UOM),18.0
2025-07-22 21:49:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,1.16
2025-07-22 21:49:00,Sea Bass,7.0
2025-07-22 21:49:00,Garlic Sprouts (Cleaned),1.0
2025-07-22 21:49:00,Small Channel Catfish,29.0
2025-07-22 21:49:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,2.43
2025-07-22 21:49:00,Chicken Cartilage Skewers (UOM: Skewer),43.0
2025-07-22 21:49:00,Pearl Garlic(Dia. 2.5cm),3.33
2025-07-22 21:49:00,Catfish(Dual UOM),68.0
2025-07-22 21:49:00,Mixed Chili Shreds (5kg/Bag),3.76
2025-07-22 21:49:00,Grilled Fish Base - Sauerkraut (Kaojiang),0.33
2025-07-22 21:49:00,Chinese Leek Sections,1.38
2025-07-22 21:49:00,Frozen Lamb Skewers (Steel Skewer),0.05
2025-07-22 21:49:00,Frozen Lamb Skewers (Steel Skewer),0.03
2025-07-22 21:49:00,Green Bird's Eye Chili (Stemless),2.76
2025-07-22 21:49:00,Erjingtiao Chili (Cleaned/Stemless),0.66
2025-07-22 21:49:00,Grilled Fish Base - Garlic Flavor (Kaojiang),0.66
2025-07-22 21:49:00,Grilled Fish Red Oil (Kaojiang),0.25
2025-07-22 21:49:00,Frozen Lamb Skewers (Steel Skewer),0.03
2025-07-22 21:49:00,Channel Catfish,29.0
2025-07-23 21:32:00,Grilled Fish Base - Sauerkraut (Kaojiang),0.66
2025-07-23 21:32:00,Catfish(Dual UOM),1.0
2025-07-23 21:32:00,Grilled Fish Base - Green Pepper (Kaojiang),1.66
2025-07-23 21:32:00,Garlic Sprouts (Cleaned),0.4
2025-07-23 21:32:00,Grilled Fish Base - Garlic Flavor (Kaojiang),0.66
2025-07-23 21:32:00,Black Beans (New Crop),4.59
2025-07-23 21:32:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,0.36
2025-07-23 21:32:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.2
2025-07-23 21:32:00,Grilled Fish Red Oil (Kaojiang),0.22
2025-07-24 09:29:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.24
2025-07-24 09:29:00,Chinese Leek Sections,0.63
2025-07-24 09:29:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,0.2
2025-07-24 09:29:00,Grilled Fish Red Oil (Kaojiang),0.77
2025-07-24 09:29:00,Black Beans (New Crop),2.66
2025-07-24 09:29:00,Chicken Cartilage Skewers (UOM: Skewer),1.0
2025-07-24 09:29:00,Garlic Sprouts (Cleaned),0.57
2025-07-24 09:29:00,Grilled Fish Base - Sauerkraut (Kaojiang),0.33
2025-07-24 09:29:00,Frozen Lamb Skewers (Steel Skewer),0.83
2025-07-24 09:29:00,Green Bird's Eye Chili (Stemless),1.84
2025-07-24 09:29:00,Mixed Chili Shreds (5kg/Bag),2.79
2025-07-24 09:29:00,Channel Catfish,11.0
2025-07-24 09:29:00,Red Bird's Eye Chili (Stemless),0.78
2025-07-24 09:29:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,1.39
2025-07-24 09:29:00,Erjingtiao Chili (Cleaned/Stemless),0.05
2025-07-24 09:29:00,Longsnout Catfish (Dual UOM),20.0
2025-07-25 09:30:00,Black Beans (New Crop),5.37
2025-07-25 09:30:00,Grilled Fish Base - Spicy Mala (Kaojiang),28.44
2025-07-25 09:30:00,Pearl Garlic(Dia. 2.5cm),1.56
2025-07-25 09:30:00,Longsnout Catfish (Dual UOM),1.0
2025-07-25 09:30:00,Grilled Fish Base - Sauerkraut (Kaojiang),0.66
2025-07-25 09:30:00,Mixed Chili Shreds (5kg/Bag),1.7
2025-07-25 09:30:00,Small Channel Catfish,15.0
2025-07-25 09:30:00,Green Bird's Eye Chili (Stemless),2.1
2025-07-25 09:30:00,Channel Catfish,15.0
2025-07-25 09:30:00,Garlic Sprouts (Cleaned),0.8
2025-07-25 09:30:00,Red Finger Chili (Cleaned),0.06
2025-07-25 09:30:00,Grilled Fish Base - Green Pepper (Kaojiang),10.0
2025-07-25 09:30:00,Grilled Fish Base - Garlic Flavor (Kaojiang),2.32
2025-07-25 09:30:00,Cumin Powder,0.03
2025-07-25 09:30:00,Frozen Lamb Skewers (Steel Skewer),1.0
2025-07-25 09:30:00,Chicken Cartilage Skewers (UOM: Skewer),2.0
2025-07-26 08:56:00,Small Channel Catfish,1.0
2025-07-26 08:56:00,Garlic Sprouts (Cleaned),1.0
2025-07-26 08:56:00,Grilled Fish Base - Garlic Flavor (Kaojiang),2.66
2025-07-26 08:56:00,Channel Catfish,7.0
2025-07-26 08:56:00,Channel Catfish,1.0
2025-07-26 08:56:00,Red Bird's Eye Chili (Stemless),0.92
2025-07-26 08:56:00,Grilled Fish Base - Sauerkraut (Kaojiang),0.66
2025-07-26 08:56:00,Catfish(Dual UOM),56.0
2025-07-26 08:56:00,Chinese Leek Sections,0.49
2025-07-26 08:56:00,Longsnout Catfish (Dual UOM),12.0
2025-07-26 08:56:00,Sea Bass,7.0
2025-07-26 08:56:00,Cumin Powder,0.41
2025-07-26 23:55:00,Longsnout Catfish (Dual UOM),13.0
2025-07-26 23:55:00,Pearl Garlic(Dia. 2.5cm),5.0
2025-07-26 23:55:00,Mixed Chili Shreds (5kg/Bag),1.53
2025-07-26 23:55:00,Channel Catfish,33.0
2025-07-26 23:55:00,Red Finger Chili (Cleaned),1.57
2025-07-26 23:55:00,Green Bird's Eye Chili (Stemless),11.33
2025-07-26 23:55:00,Black Beans (New Crop),2.66
2025-07-26 23:55:00,Grilled Fish Red Oil (Kaojiang),0.46
2025-07-26 23:55:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,1.7
2025-07-26 23:55:00,Grilled Fish Base - Spicy Mala (Kaojiang),1.97
2025-07-26 23:55:00,Frozen Lamb Skewers (Steel Skewer),0.8
2025-07-26 23:55:00,Sea Bass,34.0
2025-07-26 23:55:00,Chicken Cartilage Skewers (UOM: Skewer),8.0
2025-07-26 23:55:00,Erjingtiao Chili (Cleaned/Stemless),1.17
2025-07-26 23:55:00,Garlic Sprouts (Cleaned),0.93
2025-07-26 23:55:00,Catfish(Dual UOM),102.0
2025-07-26 23:55:00,Grilled Fish Base - Sauerkraut (Kaojiang),3.0
2025-07-26 23:55:00,Chinese Leek Sections,0.71
2025-07-28 22:04:00,Erjingtiao Chili (Cleaned/Stemless),0.74
2025-07-28 22:04:00,Sea Bass,5.0
2025-07-28 22:04:00,Chicken Cartilage Skewers (UOM: Skewer),13.0
2025-07-28 22:04:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,2.03
2025-07-28 22:04:00,Red Finger Chili (Cleaned),0.04
2025-07-28 22:04:00,Catfish(Dual UOM),6.0
2025-07-28 22:04:00,Channel Catfish,8.0
2025-07-28 22:04:00,Red Bird's Eye Chili (Stemless),0.98
2025-07-28 22:04:00,Black Beans (New Crop),0.67
2025-07-28 22:04:00,Mixed Chili Shreds (5kg/Bag),2.7
2025-07-28 22:04:00,Chicken Cartilage Skewers (UOM: Skewer),41.0
2025-07-29 21:41:00,Chicken Cartilage Skewers (UOM: Skewer),3.0
2025-07-29 21:41:00,Frozen Lamb Skewers (Steel Skewer),0.58
2025-07-29 21:41:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,5.76
2025-07-29 21:41:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.61
2025-07-29 21:41:00,Black Beans (New Crop),0.94
2025-07-29 21:41:00,Grilled Fish Base - Green Pepper (Kaojiang),2.99
2025-07-29 21:41:00,Garlic Sprouts (Cleaned),0.57
2025-07-29 21:41:00,Red Finger Chili (Cleaned),0.02
2025-07-29 21:41:00,Grilled Fish Base - Sauerkraut (Kaojiang),0.33
2025-07-29 21:41:00,Red Bird's Eye Chili (Stemless),0.99
2025-07-29 21:41:00,Pearl Garlic(Dia. 2.5cm),0.67
2025-07-29 21:41:00,Grilled Fish Red Oil (Kaojiang),0.62
2025-07-30 09:37:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.07
2025-07-30 09:37:00,Garlic Sprouts (Cleaned),0.47
2025-07-30 09:37:00,Catfish(Dual UOM),9.0
2025-07-30 09:37:00,Green Bird's Eye Chili (Stemless),1.1
2025-07-30 09:37:00,Small Channel Catfish,2.0
2025-07-30 09:37:00,Grilled Fish Red Oil (Kaojiang),0.66
2025-07-30 09:37:00,Channel Catfish,2.0
2025-07-30 09:37:00,Chicken Cartilage Skewers (UOM: Skewer),24.0
2025-07-30 09:37:00,Cumin Powder,1.02
2025-07-30 09:37:00,Chinese Leek Sections,0.12
2025-07-30 09:37:00,Mixed Chili Shreds (5kg/Bag),1.0
2025-07-30 09:37:00,Erjingtiao Chili (Cleaned/Stemless),0.68
2025-07-30 09:37:00,Frozen Lamb Skewers (Steel Skewer),0.38
2025-07-30 09:37:00,Grilled Fish Base - Garlic Flavor (Kaojiang),1.65
2025-07-30 09:37:00,Grilled Fish Base - Spicy Mala (Kaojiang),5.87
2025-07-31 17:05:00,Catfish(Dual UOM),41.0
2025-07-31 17:05:00,Longsnout Catfish (Dual UOM),17.0
2025-07-31 17:05:00,Pearl Garlic(Dia. 2.5cm),4.67
2025-07-31 17:05:00,Red Bird's Eye Chili (Stemless),0.48
2025-07-31 17:05:00,Grilled Fish Base - Garlic Flavor (Kaojiang),1.0
2025-07-31 17:05:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.84
2025-07-31 17:05:00,Garlic Sprouts (Cleaned),0.57
2025-07-31 17:05:00,Erjingtiao Chili (Cleaned/Stemless),3.59
2025-07-31 17:05:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,3.8
